StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
23212,HEART WREATH DECORATION WITH BELL,2284,2845.89,185,1.4963157894736843
21324,HANGING MEDINA LANTERN SMALL,1014,2845.71,175,3.7048022598870056
21688,SILVER PLATE CANDLE BOWL SMALL,912,2845.65,142,3.6079577464788737
22080,RIBBON REEL POLKADOTS,1676,2843.86,242,2.0024489795918368
22449,SILK PURSE BABUSHKA PINK,863,2843.8300000000004,218,3.3467272727272728
21439,BASKET OF TOADSTOOLS,2259,2837.54,240,1.5492181069958846
22576,SWALLOW WOODEN CHRISTMAS DECORATION,3132,2835.08,330,1.0617867435158501
22285,"DECORATION HEN ON NEST, HANGING",1877,2829.19,147,1.868157894736842
22731,3D CHRISTMAS STAMPS STICKERS,2018,2828.62,232,1.5429361702127657
22710,WRAP I LOVE LONDON,7184,2821.28,173,0.4159537572254335
22217,T-LIGHT HOLDER HANGING LACE,2374,2814.81,214,1.405925925925926
22671,FRENCH LAUNDRY SIGN BLUE METAL,1688,2811.34,246,2.044412955465587
21508,VINTAGE KID DOLLY CARD,6716,2808.62,541,0.517097966728281
35001W,HAND OPEN SHAPE DECO.WHITE,883,2806.69,190,4.085520833333334
22452,MEASURING TAPE BABUSHKA PINK,1089,2806.4,207,2.5631578947368423
84909A,PINK PAISLEY QUILT,209,2797.55,30,17.176666666666666
22974,CHILDRENS DOLLY GIRL MUG,1636,2795.81,211,2.039433962264151
22696,WICKER WREATH LARGE,1415,2790.83,288,2.258406779661017
21360,JOY LARGE WOOD LETTERS,441,2790.41,100,10.0931
22101,MIRROR MOSAIC VOTIVE HOLDER,1909,2790.27,116,2.3282905982905984
85199S,SMALL HANGING IVORY/RED WOOD BIRD,6022,2789.28,486,0.5843775100401606
22949,36 DOILIES DOLLY GIRL,1965,2788.5299999999997,162,1.736604938271605
84519A,TOMATO CHARLIE+LOLA COASTER SET,1200,2788.45,203,2.9695566502463056
21796,SET OF 3 RED STRIPE BASKETS,324,2782.19,67,12.662089552238806
21728,METAL MEDINA LANTERN,298,2773.11,40,13.710249999999998
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,912,2771.34,128,3.576212121212121
21682,LARGE MEDINA STAMPED METAL BOWL,559,2767.59,152,5.280526315789474
22365,DOOR MAT RESPECTABLE HOUSE,379,2765.69,123,8.27260162601626
22242,5 HOOK HANGER MAGIC TOADSTOOL,1774,2763.96,110,1.8511711711711711
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1702,2761.9,202,1.7966009852216749
22081,RIBBON REEL FLORA + FAUNA,1559,2761.04,302,2.1825986842105265
21683,MEDIUM MEDINA STAMPED METAL BOWL,936,2757.47,152,3.308627450980392
23542,WALL ART 70'S ALPHABET,356,2757.06,74,10.14864864864865
22675,FRENCH KITCHEN SIGN BLUE METAL,2227,2754.95,270,1.4426373626373625
15058C,ICE CREAM DESIGN GARDEN PARASOL,470,2753.72,122,9.667049180327869
22145,CHRISTMAS CRAFT HEART STOCKING,1306,2752.66,197,2.3686069651741297
84795C,OCEAN STRIPE HAMMOCK,325,2752.59,131,9.477954545454544
51014C,"FEATHER PEN,COAL BLACK",4269,2752.33,266,0.8284644194756554
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1868,2752.2,261,1.5256226415094338
85015,SET OF 12  VINTAGE POSTCARD SET,2908,2750.0,254,1.8354724409448817
22315,200 RED + WHITE BENDY STRAWS,2136,2749.51,387,1.448560411311054
22525,CHILDRENS GARDEN GLOVES PINK,1946,2748.79,328,1.6535258358662615
23266,SET OF 3 WOODEN STOCKING DECORATION,2053,2743.82,319,1.454005934718101
23341,PINK DINER WALL CLOCK,307,2741.35,121,9.943057851239669
22482,BLUE TEA TOWEL CLASSIC DESIGN,2319,2739.43,214,1.2477064220183487
23100,SILVER BELLS TABLE DECORATION,2166,2739.38,257,1.426235741444867
22161,HEART DECORATION RUSTIC HANGING,6726,2738.2799999999997,489,0.6999212598425197
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1725,2731.7599999999998,171,2.454418604651163
22066,LOVE HEART TRINKET POT,3435,2729.16,273,1.1550714285714285
21788,KIDS RAIN MAC BLUE,3375,2725.0899999999997,206,0.9104225352112676
22167,OVAL WALL MIRROR DIAMANTE,265,2724.42,174,10.95528735632184
16161U,WRAP SUKI AND FRIENDS,6676,2721.92,208,0.4185576923076923
22818,CARD CHRISTMAS VILLAGE,6290,2720.86,404,0.47586633663366334
22651,GENTLEMAN SHIRT REPAIR KIT,3175,2720.86,270,1.1600367647058822
22914,BLUE COAT RACK PARIS FASHION,570,2720.66,170,5.446140350877193
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,344,2719.38,75,10.9716
23164,REGENCY CAKE SLICE,578,2718.65,92,5.579673913043479
22650,CERAMIC PIRATE CHEST MONEY BANK,1786,2717.8799999999997,282,1.8469473684210527
21808,"CHRISTMAS GARLAND STARS,TREES",1001,2715.53,144,3.6015753424657535
47480,HANGING PHOTO CLIP ROPE LADDER,1638,2713.98,150,2.285066666666667
22524,CHILDRENS GARDEN GLOVES BLUE,1925,2713.23,293,1.5784067796610168
22231,JIGSAW TREE WITH BIRDHOUSE,2135,2712.48,297,1.5546843853820598
21096,SET/6 FRUIT SALAD  PAPER PLATES,15919,2711.71,143,0.6567832167832168
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1358,2710.79,199,3.2551707317073166
23407,SET OF 2 TRAYS HOME SWEET HOME,265,2709.43,133,10.68142857142857
21744,SNOWFLAKE PORTABLE TABLE LIGHT,898,2697.16,217,3.179144144144144
84795B,SUNSET CHECK HAMMOCK,317,2696.81,113,10.129115044247786
23333,IVORY WICKER HEART MEDIUM,2089,2695.45,233,1.3329218106995884
22667,RECIPE BOX RETRO SPOT DESIGN,959,2694.65,178,2.9388268156424586
21224,SET/4 SKULL BADGES,2171,2691.91,312,1.2506645569620252
22479,DAISY GARDEN MARKER,1939,2691.19,214,1.5787441860465117
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1963,2690.81,299,1.496592356687898
84968E,S/16 VINTAGE BLACK CUTLERY,229,2687.41,44,13.716136363636364
22436,12 COLOURED PARTY BALLOONS,4215,2687.05,289,0.6843537414965987
21204,DAISIES  HONEYCOMB GARLAND,1608,2682.9900000000002,205,1.9919806763285024
22495,SET OF 2 ROUND TINS CAMEMBERT,940,2682.3199999999997,237,3.4214644351464436
90057,DIAMANTE RING ASSORTED IN BOX.,1804,2675.88,37,1.7997297297297299
22155,STAR DECORATION RUSTIC,5925,2671.81,340,0.5615774647887324
21980,PACK OF 12 RED RETROSPOT TISSUES,8616,2668.33,405,0.39127764127764125
22028,PENNY FARTHING BIRTHDAY CARD,6344,2665.13,507,0.5311811023622047
85049B,LUSH GREENS RIBBONS,2130,2663.24,341,1.3264431486880466
21923,RED/CREAM STRIPE FRINGE HAMMOCK,337,2662.64,119,8.58436974789916
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,925,2661.67,104,5.374259259259259
21693,SMALL HAMMERED SILVER CANDLEPOT,871,2648.62,120,3.3857500000000003
22500,SET OF 2 TINS JARDIN DE PROVENCE,580,2647.31,198,5.186834170854271
21742,LARGE ROUND WICKER PLATTER,437,2647.28,193,6.052820512820513
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,798,2645.2599999999998,227,3.5144155844155844
22152,PLACE SETTING WHITE STAR,6241,2642.28,241,0.5179919678714859
21897,POTTING SHED CANDLE CITRONELLA,866,2641.3599999999997,106,3.107037037037037
82600,N0 SINGING METAL SIGN,1225,2639.42,49,2.673673469387755
22270,HAPPY EASTER HANGING DECORATION,685,2638.67,153,4.247405063291139
84754,S/15 SILVER GLASS BAUBLES IN BAG,2083,2634.59,218,1.5527232142857144
85049F,BABY BOOM RIBBONS,2110,2634.0,314,1.3125078369905956
22146,EASTER CRAFT IVY WREATH WITH CHICK,1413,2633.13,107,2.0039449541284404
22376,AIRLINE BAG VINTAGE JET SET WHITE,529,2632.18,246,5.216546184738956
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1838,2628.47,179,1.7253333333333334
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,235,2620.0099999999998,147,11.20299319727891
21422,PORCELAIN ROSE SMALL,3160,2619.17,147,1.0762837837837838
22758,LARGE PURPLE BABUSHKA NOTEBOOK,2437,2618.35,314,1.5309119496855346
84849D,HOT BATHS SOAP HOLDER,1558,2618.27,260,1.8957088122605363
22713,CARD I LOVE LONDON,6084,2616.12,368,0.5608648648648649
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1184,2614.93,153,3.3276774193548384
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1388,2613.82,286,2.49421768707483
22046,TEA PARTY  WRAPPING PAPER,6375,2613.5,208,0.41846153846153844
47585A,PINK FAIRY CAKE CUSHION COVER,1084,2612.88,148,4.460067567567568
85227,SET OF 6 3D KIT CARDS FOR KIDS,2848,2605.75,392,1.106153846153846
23054,RECYCLED ACAPULCO MAT LAVENDER,295,2604.93,130,9.533076923076923
85034C,3 ROSE MORRIS BOXED CANDLES,1314,2604.15,197,2.908627450980392
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1707,2601.15,274,1.822230215827338
72799E,IVORY PILLAR CANDLE SILVER FLOCK,1232,2600.64,178,2.9414525139664804
37502,TEA TIME MUG IN GIFT BOX,868,2599.79,171,3.311387283236994
22439,6 ROCKET BALLOONS,3891,2599.0099999999998,363,0.7315945945945946
22190,LOCAL CAFE MUG,1400,2591.67,242,2.361469387755102
90062,CARNIVAL BRACELET,204,2591.42,109,12.660181818181817
22199,FRYING PAN RED RETROSPOT,617,2590.21,217,5.282626728110599
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,992,2590.11,137,4.09094890510949
22933,BAKING MOULD EASTER EGG MILK CHOC,940,2585.92,122,3.48869918699187
21589,SWALLOW GIANT TUBE MATCHES,1119,2583.45,88,2.5044943820224717
21171,BATHROOM METAL SIGN,1845,2578.27,260,1.6744444444444444
21642,ASSORTED TUTTI FRUTTI PEN,4413,2575.18,251,0.8806896551724137
23534,STOP FOR TEA WALL ART,518,2572.7,41,5.775853658536586
82597,BOMBS AWAY METAL SIGN,1210,2569.66,215,2.577926267281106
22471,TV DINNER TRAY AIR HOSTESS,627,2568.7599999999998,176,5.779318181818182
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,1246,2565.67,111,2.266086956521739
22828,REGENCY MIRROR WITH SHUTTERS,17,2565.0,11,154.0909090909091
23292,SPACEBOY CHILDRENS CUP,2050,2557.57,216,1.5344239631336405
21288,STRIPEY CHOCOLATE NESTING BOXES,982,2557.47,224,3.34125
22939,APRON APPLE DELIGHT,516,2556.66,136,5.724705882352942
21499,BLUE SPOTS  WRAP,6350,2555.0,196,0.41673469387755097
20960,WATERMELON BATH SPONGE,1900,2550.84,215,1.6572018348623851
22735,RIBBON REEL SOCKS AND MITTENS,1434,2541.38,231,2.3392340425531915
21898,POTTING SHED ROSE CANDLE,827,2538.8100000000004,113,3.0016239316239317
84968A,S/16 VINTAGE ROSE CUTLERY,191,2536.73,86,14.799767441860466
23131,MISTLETOE HEART WREATH CREAM,624,2535.48,110,4.21018018018018
20787,BLUE RETRO BAR STOOL,69,2535.1,30,38.021875
21215,IVORY PAPER CUP CAKE CASES,4349,2533.88,291,0.8702372881355933
22197,"POPCORN HOLDER , SMALL",3189,2531.64,112,1.04
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,216,2530.33,82,13.498170731707315
21203,BUTTERFLIES  HONEYCOMB GARLAND,1539,2527.0,145,2.0413513513513513
23681,LUNCH BAG RED VINTAGE DOILY,1576,2525.04,132,1.8662406015037591
22451,SILK PURSE BABUSHKA RED,734,2521.7200000000003,150,3.9706535947712416
22342,HOME GARLAND PAINTED ZINC,1817,2521.25,230,2.0389565217391303
22350,CAT BOWL,946,2521.2400000000002,121,2.9835245901639342
22415,WHITE TISSUE REAM,317,2520.15,204,7.95
21792,CLASSIC FRENCH STYLE BASKET GREEN,494,2517.88,141,5.968297872340425
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1483,2511.3599999999997,278,1.9398924731182796
23424,GINGHAM RECIPE BOOK BOX,462,2509.62,135,6.186740740740741
21323,HANGING MEDINA LANTERN LARGE,740,2506.89,80,5.57325
22937,BAKING MOULD CHOCOLATE CUPCAKES,948,2502.04,157,2.928509316770186
23316,RED REFECTORY CLOCK,250,2501.64,110,11.109454545454545
22291,"SPRING DEC , HANGING CHICK CREAM",1900,2499.58,142,1.6448965517241378
82567,"AIRLINE LOUNGE,METAL SIGN",1207,2498.98,489,2.17200408997955
85054,FRENCH ENAMEL POT W LID,916,2495.02,204,3.4911538461538467
23367,SET 12 COLOUR PENCILS SPACEBOY,3278,2491.2,282,0.7566666666666667
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1853,2489.87,92,1.7864210526315787
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,315,2486.6600000000003,123,8.614596774193549
22091,EMPIRE TISSUE BOX,3179,2485.86,324,1.2600925925925925
21680,WOODLAND  STICKERS,2858,2483.68,268,1.141003717472119
85206B,PINK FELT EASTER EGG BASKET,1538,2477.3,183,1.8157065217391304
22742,MAKE YOUR OWN PLAYTIME CARD KIT,1002,2475.3,180,3.091758241758242
22129,PARTY CONES CANDY TREE DECORATION,2792,2473.16,107,1.197314814814815
22153,ANGEL DECORATION STARS ON DRESS,5705,2469.16,283,0.5477133105802048
21686,MEDINA STAMPED METAL STOOL,65,2460.1400000000003,33,39.29515151515152
23352,ROLL WRAP 50'S RED CHRISTMAS,1800,2459.2,212,1.511643192488263
22829,SWEETHEART WIRE WALL TIDY,240,2458.62,117,11.002478632478633
21616,4 PEAR BOTANICAL DINNER CANDLES,1152,2458.58,191,2.465969387755102
20668,DISCO BALL CHRISTMAS DECORATION,20951,2454.88,367,0.16567204301075267
22911,PAPER CHAIN KIT LONDON,853,2454.35,164,3.219818181818182
21330,WOODLAND ANIMAL  WRITING SET,1452,2454.07,201,2.2783251231527095
21747,SMALL SKULL WINDMILL,2049,2452.35,153,1.4423376623376625
21823,PAINTED METAL HEART WITH HOLLY BELL,2468,2447.72,212,1.3124778761061948
23489,VINTAGE BELLS GARLAND,821,2443.35,149,3.24283870967742
21789,KIDS RAIN MAC PINK,2920,2437.0699999999997,218,0.9376923076923076
84840,SWEETHEART CARRY-ALL BASKET,282,2430.82,140,9.002642857142858
22021,BLUE FELT EASTER EGG BASKET,1413,2430.31,233,1.7891176470588235
21809,CHRISTMAS HANGING TREE WITH BELL,3015,2427.89,207,1.2378301886792453
21462,"NURSERY A,B,C PAINTED LETTERS",413,2425.41,171,6.878888888888889
23406,HOME SWEET HOME KEY HOLDER,456,2422.66,111,7.10990990990991
21274,EMBOSSED HEART 3 DRAWER SHELF,175,2420.69,105,14.656037735849056
21973,SET OF 36 MUSHROOM PAPER DOILIES,1670,2420.0299999999997,210,1.7956190476190474
22613,PACK OF 20 SPACEBOY NAPKINS,3051,2419.7599999999998,273,0.9653571428571429
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,790,2419.68,169,3.7038823529411764
22789,T-LIGHT HOLDER SWEETHEART HANGING,1238,2419.54,196,2.1268000000000002
22609,PENS ASSORTED SPACEBALL,7087,2414.54,201,0.565
22362,GLASS JAR PEACOCK BATH SALTS,747,2410.53,253,3.8228853754940713
22540,MINI JIGSAW CIRCUS PARADE,6162,2410.29,189,0.4966315789473684
22897,OVEN MITT APPLES DESIGN,1613,2409.75,264,1.7822264150943394
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,461,2409.34,107,6.854074074074074
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,621,2405.79,166,4.154302325581395
23265,SET OF 3 WOODEN TREE DECORATIONS,1769,2404.79,293,1.4839016393442621
85059,FRENCH ENAMEL WATER BASIN,701,2399.89,211,4.293896713615023
85034A,3 GARDENIA MORRIS BOXED CANDLES,849,2389.69,138,3.9872413793103445
20674,GREEN POLKADOT BOWL,1848,2385.08,249,1.5461111111111112
84818,DANISH ROSE PHOTO FRAME,1788,2382.25,214,2.0407943925233645
21531,RETRO SPOT SUGAR JAM BOWL,921,2382.24,196,3.2413197969543144
21811,HANGING HEART WITH BELL,4619,2374.7999999999997,219,0.9162995594713657
10133,COLOURING PENCILS BROWN TUBE,3837,2373.26,289,0.7457093425605537
47570,ENGLISH ROSE TABLE CLOTH,220,2373.01,78,12.235696202531646
23498,CLASSIC BICYCLE CLIPS,1640,2372.68,99,1.657941176470588
23535,BICYCLE SAFTEY WALL ART,458,2371.94,39,5.782307692307692
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,649,2370.31,181,4.389675675675676
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,577,2368.37,99,4.6737254901960785
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,606,2366.02,132,6.068484848484848
21468,BUTTERFLY CROCHET FOOD COVER,669,2361.39,142,4.018827586206896
22537,MAGIC DRAWING SLATE DINOSAUR,5717,2360.43,347,0.48890449438202244
21873,IF YOU CAN'T STAND THE HEAT MUG,2010,2360.0099999999998,199,1.6709547738693467
23401,RUSTIC MIRROR WITH LACE HEART,459,2354.87,83,7.090361445783133
23412,HEART MIRROR ANTIQUE WHITE,358,2354.8,76,7.724415584415584
22421,LIPSTICK PEN FUSCHIA,4721,2351.86,406,0.5895913461538461
21824,PAINTED METAL STAR WITH HOLLY BELLS,2782,2351.46,211,1.1228636363636364
21437,24 HANGING EASTER EGGS FLORAL TUB,677,2350.92,109,3.9735964912280703
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2325,2349.22,285,1.3368166089965396
22642,SET OF 4 NAPKIN CHARMS STARS,989,2348.4700000000003,141,2.5832876712328763
23396,LE JARDIN BOTANIQUE CUSHION COVER,559,2345.0,166,4.7814035087719295
23437,50'S CHRISTMAS GIFT BAG LARGE,1915,2343.63,129,1.4265891472868217
84459B,YELLOW METAL CHICKEN HEART,1475,2341.77,213,2.115852534562212
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2749,2336.1,36,3.989166666666667
ADJUST,Adjustment by john on 26/01/2010 16,20,2334.43,20,116.72149999999999
21826,EIGHT PIECE DINOSAUR SET,1800,2326.87,240,1.461726907630522
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1871,2317.64,298,1.5625913621262457
22306,SILVER MUG BONE CHINA TREE OF LIFE,1621,2316.2,163,2.025333333333333
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,5102,2309.7,625,0.5389481946624803
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1168,2308.67,169,2.350348837209302
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,312,2307.23,131,9.379847328244274
23371,SET 36 COLOUR PENCILS SPACEBOY,1705,2304.78,185,1.5179032258064515
22363,GLASS JAR MARMALADE,781,2303.39,169,3.641860465116279
21947,SET OF 6 HEART CHOPSTICKS,1675,2302.81,298,1.7194078947368419
22983,CARD BILLBOARD FONT,5395,2300.21,451,0.5278713968957871
71459,HANGING JAM JAR T-LIGHT HOLDERS,2813,2298.05,92,1.0443478260869565
21482,MUSHROOM BLUE HOT WATER BOTTLE,740,2296.7599999999998,184,3.6295135135135137
85114A,BLACK ENCHANTED FOREST PLACEMAT,1326,2296.54,120,2.1362499999999995
21741,COSY SLIPPER SHOES LARGE GREEN,701,2293.75,190,3.830260416666667
85176,SEWING SUSAN 21 NEEDLE SET,2748,2293.0,306,1.137843137254902
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2740,2292.22,289,0.9920068027210883
23330,DECORATIVE WICKER HEART MEDIUM,1794,2286.97,216,1.3630044843049327
21464,DISCO BALL ROTATOR BATTERY OPERATED,539,2286.75,217,4.2453917050691246
22831,WHITE BROCANTE SOAP DISH,776,2286.2799999999997,138,3.337714285714286
85199L,LARGE HANGING IVORY & RED WOOD BIRD,3455,2285.02,272,0.836
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1340,2284.12,154,1.8390909090909089
20665,RED SPOTTY PURSE,736,2278.17,156,3.578525641025641
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1396,2277.5,89,1.9567415730337079
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1512,2275.75,141,2.3574825174825174
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1203,2274.79,70,2.426944444444444
85172,HYACINTH BULB T-LIGHT CANDLES,4271,2274.56,150,1.2240522875816993
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1190,2271.24,59,2.4219999999999997
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,547,2270.73,72,6.527916666666666
22539,MINI JIGSAW DOLLY GIRL,5654,2268.13,247,0.5402811244979919
35001G,HAND OPEN SHAPE GOLD,715,2259.47,103,4.204857142857143
22133,PINK LOVE HEART SHAPE CUP,2464,2258.61,327,1.233079268292683
22024,RAINY LADIES BIRTHDAY CARD,5391,2257.0,439,0.5579271070615034
22973,CHILDREN'S CIRCUS PARADE MUG,1325,2254.93,152,2.0245098039215685
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1442,2253.7,246,1.95914979757085
21696,SMALL SILVER TRELLIS CANDLEPOT,749,2251.14,107,3.2544859813084113
84469,ROSE DES PADDED FLOOR CUSHION,664,2249.41,44,5.513863636363637
21819,GLITTER CHRISTMAS STAR,3847,2247.14,248,0.7114396887159533
21187,WHITE BELL HONEYCOMB PAPER GARLAND,1344,2243.78,144,2.020945945945946
21804,WHITE CHRISTMAS GARLAND STARS TREES,597,2240.99,137,3.843380281690141
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,471,2239.34,83,5.623176470588236
23093,SMALL PARISIENNE HEART PHOTO FRAME,939,2239.2400000000002,142,2.7882394366197185
20931,BLUE POT PLANT CANDLE,673,2238.07,157,4.795632911392405
22803,IVORY EMBROIDERED QUILT,59,2237.84,36,39.10861111111112
23326,HANGING MINI COLOURED BOTTLES,3442,2237.08,76,2.638026315789473
22163,HEART STRING MEMO HOLDER HANGING,1269,2235.12,197,2.3265841584158418
22336,DOVE DECORATION PAINTED ZINC,4661,2234.96,214,0.7334684684684685
21681,GIANT MEDINA STAMPED METAL BOWL,233,2234.81,79,10.156375
16237,SLEEPING CAT ERASERS,10385,2233.15,580,0.2964957264957265
23252,VINTAGE RED ENAMEL TRIM JUG,595,2231.61,136,4.0433088235294115
22409,MONEY BOX BISCUITS DESIGN,1638,2230.46,160,1.5593167701863353
84691,PACK 20 DOLLY PEGS,2747,2225.5,235,1.0269491525423728
23079,TOADSTOOL BEDSIDE LIGHT,251,2225.45,106,8.936915887850466
51014L,"FEATHER PEN,LIGHT PINK",3445,2222.35,226,0.7759471365638766
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1020,2220.94,142,2.437448275862069
21476,STEEL SWEETHEART ROUND TABLE CREAM,142,2219.5099999999998,85,16.436
23501,KEY RING BASEBALL BOOT UNION JACK,1821,2217.87,112,1.4955263157894738
22074,6 RIBBONS SHIMMERING PINKS,2156,2216.34,287,1.5195876288659793
84913A,SOFT PINK ROSE TOWEL,608,2211.54,266,3.6103759398496242
22716,CARD CIRCUS PARADE,5218,2211.41,447,0.5158836689038031
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2123,2211.38,246,1.3050592885375494
22711,WRAP CIRCUS PARADE,5377,2210.34,181,0.41911602209944754
84968E,SET OF 16 VINTAGE BLACK CUTLERY,174,2207.2,67,14.310149253731343
85116,BLACK CANDELABRA T-LIGHT HOLDER,1817,2206.24,181,1.560054945054945
17091J,VANILLA INCENSE IN TIN,3964,2204.35,178,0.8962295081967213
23403,LETTER HOLDER HOME SWEET HOME,625,2204.11,134,4.374
22514,CHILDS GARDEN SPADE BLUE,1082,2202.92,233,2.351802575107296
21811,CHRISTMAS HANGING HEART WITH BELL,1721,2202.38,163,1.4714035087719297
21651,HANGING GLASS ETCHED TEALIGHT,1361,2200.36,124,1.84456
22920,HERB MARKER BASIL,3478,2199.19,252,0.8639763779527558
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1657,2191.96,267,1.669256505576208
20770,ABSTRACT CIRCLE JOURNAL,1045,2190.59,201,2.4737623762376235
22227,HANGING HEART MIRROR DECORATION,3038,2183.17,356,0.8839678284182306
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1831,2182.39,105,1.460952380952381
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,750,2182.19,148,3.1227814569536427
23302,KNEELING MAT HOUSEWORK  DESIGN,1536,2181.42,230,1.8876394849785407
22952,72 CAKE CASES VINTAGE CHRISTMAS,4346,2178.14,101,0.5397029702970297
22292,"SPRING DEC , HANGING CHICK  YELLOW",1640,2164.88,109,1.6096363636363638
22948,METAL DECORATION NAUGHTY CHILDREN,2155,2164.69,180,1.8312903225806452
22069,BROWN  PIRATE TREASURE CHEST,968,2164.63,267,2.9639405204460965
23445,ICE CREAM BUBBLES,2668,2161.2400000000002,101,0.8659803921568627
22227,"DECORATION, HANGING HEART+MIRROR",2983,2161.0,287,0.9008591065292098
22714,CARD BIRTHDAY COWBOY,5277,2157.91,359,0.5378830083565459
22182,CAKE STAND VICTORIAN FILIGREE SMALL,561,2156.45,172,4.562325581395349
21245,GREEN  SPOTTY PLATE,1308,2155.17,146,1.8419594594594595
85216,ASSORTED CAKES FRIDGE MAGNETS,2849,2154.22,187,2.02281914893617
22824,3 TIER SWEETHEART GARDEN SHELF,61,2153.9500000000003,48,35.7
85103,SILVER T-LIGHT SETTING,317,2153.4300000000003,87,7.735057471264368
22338,STAR DECORATION PAINTED ZINC,6087,2151.99,264,0.5545387453874538
21246,RED SPOTTY BIG BOWL,423,2150.85,101,5.613663366336634
23161,REGENCY CAKE FORK,1715,2145.3,98,1.593061224489796
21421,PORCELAIN ROSE LARGE,1792,2144.48,105,1.5691666666666666
21905,MORE BUTTER METAL SIGN,1615,2141.07,263,1.688403041825095
22708,WRAP DOLLY GIRL,5325,2140.5,159,0.4184905660377358
22310,IVORY KNITTED MUG COSY,1142,2140.35,165,2.5177976190476192
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1207,2138.63,134,1.9329629629629628
